FullName,ImpactFactor
Applied Nursing Research,0.907
Artificial Intelligence in Geosciences,0.907
Biodiversity and Conservation,0.907
Disasters,0.907
International Journal of Cognitive Therapy,0.907
Journal of Business Strategy,0.907
Journal of Environmental Assessment Policy and Management,0.907
Journal of Orthopaedic Research,0.907
Journal of Sexual Medicine,0.907
Plant Signaling and Behavior,0.907
Potential Analysis,0.907
ImmunoHorizons,0.906
Immunologic Research,0.906
Innovative Higher Education,0.906
"International Environmental Agreements: Politics, Law and Economics",0.906
JDR Clinical and Translational Research,0.906
Multiscale Modeling and Simulation,0.906
Ocean Modelling,0.906
Vertebrate Zoology,0.906
American Journal of International Law,0.905
Endocrine Connections,0.905
European Journal of Pharmaceutics and Biopharmaceutics,0.905
Frontiers in Forests and Global Change,0.905
Journal of the International Neuropsychological Society,0.905
Materials for Renewable and Sustainable Energy,0.905
Quarterly Review of Biology,0.905
Volcanica,0.905
Addiction Research and Theory,0.904
Advances in Archaeological Practice,0.904
Frontiers in Human Neuroscience,0.904
IET Nanobiotechnology,0.904
International Journal of Pavement Engineering,0.904
Journal of Affective Disorders Reports,0.904
Journal of Bionic Engineering,0.904
Journal of Child and Adolescent Trauma,0.904
Medical Principles and Practice,0.904
Project Leadership and Society,0.904
Pulmonary Therapy,0.904
SIAM Journal on Financial Mathematics,0.904
Behavioral Medicine,0.903
Clinical and Translational Oncology,0.903
Epidemics,0.903
Genetics Selection Evolution,0.903
Green Chemistry Letters and Reviews,0.903
Journal of Cancer,0.903
Journal of Neuroimmunology,0.903
Journal of Neuropsychiatry and Clinical Neurosciences,0.903
Journal of Orthopaedic Trauma,0.903
Representation,0.903
Reproductive Biomedicine and Society Online,0.903
Transgender Health,0.903
Atmospheric Science Letters,0.902
Biological Invasions,0.902
Critical Sociology,0.902
Journal of Linguistics,0.902
Phytopathology,0.902
Telematics and Informatics Reports,0.902
Insect Biochemistry and Molecular Biology,0.901
ITL - International Journal of Applied Linguistics (Belgium),0.901
Journal of Atherosclerosis and Thrombosis,0.901
Neonatology,0.901
Neuro-Oncology Practice,0.901
Pest Management Science,0.901
UCLA Law Review,0.901
Chinese Herbal Medicines,0.9
Current Opinion in Cardiology,0.9
Food Chemistry Advances,0.9
IEEE Transactions on Haptics,0.9
Insect Science,0.9
IRBM,0.9
Journal of Spectral Theory,0.9
Optics and Lasers in Engineering,0.9
Physics of Fluids,0.9
Research in Developmental Disabilities,0.9
Research in Nursing and Health,0.9
Seminars in Thoracic and Cardiovascular Surgery: Pediatric Cardiac Surgery Annual,0.9
ACM Transactions on Evolutionary Learning and Optimization,0.899
Area,0.899
Bioscience Reports,0.899
Diabetes Spectrum,0.899
Gastroenterology Report,0.899
Outlook on Agriculture,0.899
Scientia Horticulturae,0.899
Social Responsibility Journal,0.899
Competitiveness Review,0.898
Consumption Markets and Culture,0.898
Current Developmental Disorders Reports,0.898
Inverse Problems,0.898
Annals of Nuclear Energy,0.897
Case Studies on Transport Policy,0.897
Cryptography and Communications,0.897
Electronic Journal of Combinatorics,0.897
Health Sociology Review,0.897
Human Vaccines and Immunotherapeutics,0.897
International Journal of Bioprinting,0.897
Journal of Management Analytics,0.897
Journal of Pathology Informatics,0.897
Revista de Saude Publica,0.897
Antiquity,0.896
Applied Physics Letters,0.896
Biomedical Optics Express,0.896
British Journal of Nutrition,0.896
Diseases of the Colon and Rectum,0.896
Ecological Modelling,0.896
Frontiers in Neuroanatomy,0.896
JAAD International,0.896
Journal of Family Issues,0.896
Metabolic Engineering Communications,0.896
Neurodegenerative Disease Management,0.896
Policing and Society,0.896
Spatial Economic Analysis,0.896
Supply Chain Analytics,0.896
"Translation, Cognition and Behavior",0.896
Accounting and Finance,0.895
ASAIO Journal,0.895
Asian Population Studies,0.895
Biodegradation,0.895
Critical Public Health,0.895
"Election Law Journal: Rules, Politics, and Policy",0.895
Empirical Software Engineering,0.895
Human Immunology,0.895
Journal of Applied Meteorology and Climatology,0.895
Mechanics of Advanced Materials and Structures,0.895
ACS Applied Bio Materials,0.894
Annals of Geriatric Medicine and Research,0.894
Brain Connectivity,0.894
European Journal of International Security,0.894
High-Confidence Computing,0.894
Journal of Noncommutative Geometry,0.894
Molecular Immunology,0.894
OR Spectrum,0.894
Quaternary Geochronology,0.894
Sustainable Environment Research,0.894
Brain Sciences,0.893
Counselling Psychology Quarterly,0.893
Frontiers of Biogeography,0.893
High Blood Pressure and Cardiovascular Prevention,0.893
Macromolecular Bioscience,0.893
"Medicine, Health Care and Philosophy",0.893
Trials,0.893
Annals of Laboratory Medicine,0.892
BMJ Neurology Open,0.892
Cardiology and Therapy,0.892
Egyptian Journal of Remote Sensing and Space Science,0.892
International Journal of Gynecology and Obstetrics,0.892
Letters in Mathematical Physics,0.892
Research in Sports Medicine,0.892
Veterinary and Comparative Oncology,0.892
World Journal of Microbiology and Biotechnology,0.892
Advances in Applied Mathematics,0.891
AIMS Neuroscience,0.891
Contemporary Drug Problems,0.891
Entrepreneurship Research Journal,0.891
Experimental and Computational Multiphase Flow,0.891
Geotechnique Letters,0.891
Psychoradiology,0.891
"Scandinavian Journal of Trauma, Resuscitation and Emergency Medicine",0.891
Sustainable Chemistry for Climate Action,0.891
"Territory, Politics, Governance",0.891
Applied Mathematics and Computation,0.89
European Journal of Politics and Gender,0.89
Health and Justice,0.89
Human Cell,0.89
International Health,0.89
Journal of Engineering Mechanics - ASCE,0.89
Planning Theory and Practice,0.89
Set-Valued and Variational Analysis,0.89
BMC Pulmonary Medicine,0.889
Feminist Legal Studies,0.889
GSA Today,0.889
Journal of Innovation and Entrepreneurship,0.889
Obesity Research and Clinical Practice,0.889
School Psychology International,0.889
Therapeutic Advances in Vaccines and Immunotherapy,0.889
Transportation Letters,0.889
Arabian Journal of Chemistry,0.888
Archaeological and Anthropological Sciences,0.888
Biology,0.888
Clinical Child Psychology and Psychiatry,0.888
Community Dentistry and Oral Epidemiology,0.888
Dermatitis,0.888
Dianli Xitong Baohu yu Kongzhi/Power System Protection and Control,0.888
EJNMMI Radiopharmacy and Chemistry,0.888
Enterprise Information Systems,0.888
Games and Culture,0.888
Infant and Child Development,0.888
Journal of International Relations and Development,0.888
Journal of School Nursing,0.888
Plants,0.888
Integrated Computer-Aided Engineering,0.887
International Journal of Wellbeing,0.887
Journal of Pharmacokinetics and Pharmacodynamics,0.887
Journal of Research in Music Education,0.887
Journal of the Pediatric Infectious Diseases Society,0.887
Journal of Web Librarianship,0.887
Marine Chemistry,0.887
Sexual Medicine Reviews,0.887
American Journal of Drug and Alcohol Abuse,0.886
Cardio-Oncology,0.886
Clinical and Translational Radiation Oncology,0.886
Discourse and Communication,0.886
Frontiers in Reproductive Health,0.886
Journal of Chinese Economic and Business Studies,0.886
Pathobiology,0.886
Perspectives in Psychiatric Care,0.886
"ACM Transactions on Multimedia Computing, Communications and Applications",0.885
Algebraic and Geometric Topology,0.885
Asia Pacific Journal of Tourism Research,0.885
Biosensors,0.885
Computational Statistics and Data Analysis,0.885
Frontiers in Global Women's Health,0.885
Gaodianya Jishu/High Voltage Engineering,0.885
Information Systems,0.885
Journal of Pediatric Gastroenterology and Nutrition,0.885
Macromolecular Materials and Engineering,0.885
Neuromuscular Disorders,0.885
Stochastic Environmental Research and Risk Assessment,0.885
Advances in Kidney Disease and Health,0.884
Biochimie,0.884
Computing,0.884
Digital Translation: International Journal of Translation and Localization,0.884
Discrete Mathematics,0.884
Hormone Research in Paediatrics,0.884
IEEE Aerospace and Electronic Systems Magazine,0.884
Journal of Children and Media,0.884
Volksgeist: Jurnal Ilmu Hukum dan Konstitusi,0.884
AIAA Journal,0.883
Deep-Sea Research Part II: Topical Studies in Oceanography,0.883
Discourse Studies,0.883
Food Hydrocolloids for Health,0.883
Journal of Finance and Data Science,0.883
Journal of General Psychology,0.883
Physics in Medicine and Biology,0.883
BMJ Sexual and Reproductive Health,0.882
Current Research in Ecological and Social Psychology,0.882
Evolution and Development,0.882
International Journal of Multimedia Information Retrieval,0.882
Journal of Child and Family Studies,0.882
Journal of Computer Information Systems,0.882
Journal of King Saud University - Engineering Sciences,0.882
Journal of Land Use Science,0.882
Proceedings of the ACM on Programming Languages,0.882
Taxon,0.882
Biological Research for Nursing,0.881
BJGP Open,0.881
Cancer Control,0.881
Crime Science,0.881
International Journal of Hyperthermia,0.881
Journal of Industrial Microbiology and Biotechnology,0.881
Psychiatric Clinics of North America,0.881
Regenerative Therapy,0.881
Science and Public Policy,0.881
Spanish Journal of Psychiatry and Mental Health,0.881
Clinical and Experimental Pediatrics,0.88
Discover Oncology,0.88
Elements,0.88
IEEE Antennas and Propagation Magazine,0.88
Immunological Medicine,0.88
International Journal of Market Research,0.88
International Journal of Pharmaceutics: X,0.88
Molecular Oral Microbiology,0.88
Natural Sciences,0.88
Saudi Journal of Biological Sciences,0.88
Structure and Infrastructure Engineering,0.88
Technologies,0.88
Archives of Dermatological Research,0.879
Climacteric,0.879
Environmental Toxicology,0.879
International Journal of Geoheritage and Parks,0.879
International Journal of Oral Implantology,0.879
AIMS Public Health,0.878
Artificial Intelligence in the Life Sciences,0.878
Computers and Fluids,0.878
Discourse Processes,0.878
Faraday Discussions,0.878
Injury Prevention,0.878
Journal of Algebraic Combinatorics,0.878
Journal of Gender Studies,0.878
Journal of Health Care Chaplaincy,0.878
Journal of Interprofessional Care,0.878
Molecular Catalysis,0.878
Proceedings of the ACM on Measurement and Analysis of Computing Systems,0.878
Urologic Clinics of North America,0.878
Voluntas,0.878
American Journal of Speech-Language Pathology,0.877
Biomaterials and Biosystems,0.877
Contemporary Politics,0.877
CPSS Transactions on Power Electronics and Applications,0.877
Function,0.877
International Wound Journal,0.877
Journal of Humanitarian Logistics and Supply Chain Management,0.877
Journal of Organizational Effectiveness,0.877
Journal of Orthopaedic Surgery and Research,0.877
Journal of Transport and Health,0.877
Proceedings of the American Mathematical Society,0.877
Regional and Federal Studies,0.877
American Journal of Cardiovascular Drugs,0.876
Canadian Association of Radiologists Journal,0.876
Cell Stress and Chaperones,0.876
Discover Artificial Intelligence,0.876
"European Journal of Investigation in Health, Psychology and Education",0.876
Forestry,0.876
International Journal of Conflict Management,0.876
Journal of Earthquake Engineering,0.876
Journal of Network and Systems Management,0.876
Journal of Parenteral and Enteral Nutrition,0.876
Reactive and Functional Polymers,0.876
School Leadership and Management,0.876
World Wide Web,0.876
Aquaculture Nutrition,0.875
"BMC Sports Science, Medicine and Rehabilitation",0.875
British Journal of Radiology,0.875
Environmental Science: Water Research and Technology,0.875
Health Information Management Journal,0.875
Intelligent Service Robotics,0.875
Journal of Histochemistry and Cytochemistry,0.875
Journal of Open Research Software,0.875
Journal of Sensor and Actuator Networks,0.875
Psychological Services,0.875
Digital Health,0.874
"Endocrinology, Diabetes and Metabolism",0.874
Frontiers of Mechanical Engineering,0.874
Infant Behavior and Development,0.874
Journal for STEM Education Research,0.874
Plant Growth Regulation,0.874
Proceedings of the Japan Academy Series B: Physical and Biological Sciences,0.874
Scientific Reports,0.874
Spatial Statistics,0.874
Water-Energy Nexus,0.874
Cybersecurity,0.873
Environmental Technology Reviews,0.873
Injury Epidemiology,0.873
International Journal of Energy Research,0.873
International Journal of Medical Sciences,0.873
Interpreter and Translator Trainer,0.873
JARO - Journal of the Association for Research in Otolaryngology,0.873
Journal of Asian Earth Sciences,0.873
Networks,0.873
American Antiquity,0.872
Biomolecules and Biomedicine,0.872
Computers and Chemical Engineering,0.872
Current Cardiology Reviews,0.872
Data Base for Advances in Information Systems,0.872
Environmental Sociology,0.872
European Journal of Training and Development,0.872
Frontiers in Psychology,0.872
Glycobiology,0.872
International Journal of Microbiology,0.872
Journal of Phycology,0.872
Nations and Nationalism,0.872
Progress in Earth and Planetary Science,0.872
Applied Mathematics and Mechanics (English Edition),0.871
Bioinorganic Chemistry and Applications,0.871
Environmental Geochemistry and Health,0.871
Episteme,0.871
European Policy Analysis,0.871
Flow,0.871
GigaByte,0.871
International Journal of Transitional Justice,0.871
Marine Geology,0.871
Neurophysiologie Clinique,0.871
Pharmaceutical Research,0.871
Precision Engineering,0.871
Scandinavian Journal of Statistics,0.871
Sexual Development,0.871
Addiction Neuroscience,0.87
Clean Technologies and Environmental Policy,0.87
Clinical Psychopharmacology and Neuroscience,0.87
Developmental Psychobiology,0.87
